"x" "y" "z"
"11777" 176.5 33.5 1.11866760253906
"11778" 177.5 33.5 1.21049976348877
"11779" 178.5 33.5 1.24016571044922
"11780" 179.5 33.5 1.25983238220215
"11781" -179.5 33.5 1.27558422088623
"11782" -178.5 33.5 1.27574920654297
"11783" -177.5 33.5 1.24766540527344
"11784" -176.5 33.5 1.22724914550781
"11785" -175.5 33.5 1.232666015625
"11786" -174.5 33.5 1.23233222961426
"11787" -173.5 33.5 1.24208164215088
"11788" -172.5 33.5 1.25983428955078
"11789" -171.5 33.5 1.26350116729736
"11790" -170.5 33.5 1.28258323669434
"11791" -169.5 33.5 1.29100036621094
"11792" -168.5 33.5 1.31283473968506
"11793" -167.5 33.5 1.32100009918213
"11794" -166.5 33.5 1.3168363571167
"11795" -165.5 33.5 1.28433513641357
"11796" -164.5 33.5 1.27058506011963
"11797" -163.5 33.5 1.24100017547607
"11798" -162.5 33.5 1.22591590881348
"11799" -161.5 33.5 1.24250030517578
"11800" -160.5 33.5 1.26275062561035
"11801" -159.5 33.5 1.26466846466064
"11802" -158.5 33.5 1.27841663360596
"11803" -157.5 33.5 1.29316711425781
"11804" -156.5 33.5 1.30033206939697
"11805" -155.5 33.5 1.32666683197021
"11806" -154.5 33.5 1.33916759490967
"11807" -153.5 33.5 1.35433387756348
"11808" -152.5 33.5 1.3596658706665
"11809" -151.5 33.5 1.32383251190186
"11810" -150.5 33.5 1.25900077819824
"11811" -149.5 33.5 1.19533348083496
"11812" -148.5 33.5 1.14616584777832
"11813" -147.5 33.5 1.07625007629395
"11814" -146.5 33.5 1.01200103759766
"11815" -145.5 33.5 0.94908332824707
"11816" -144.5 33.5 0.887083053588867
"11817" -143.5 33.5 0.811664581298828
"11818" -142.5 33.5 0.770915985107422
"11819" -141.5 33.5 0.746002197265625
"11820" -140.5 33.5 0.676334381103516
"11821" -139.5 33.5 0.613000869750977
"11822" -138.5 33.5 0.548250198364258
"11823" -137.5 33.5 0.446584701538086
"11824" -136.5 33.5 0.346832275390625
"11825" -135.5 33.5 0.200166702270508
"11826" -134.5 33.5 0.0610818862915039
"11827" -133.5 33.5 -0.0580816268920898
"11828" -132.5 33.5 -0.128000259399414
"11829" -131.5 33.5 -0.26633358001709
"11830" -130.5 33.5 -0.398166656494141
"11831" -129.5 33.5 -0.514582633972168
"11832" -128.5 33.5 -0.60716724395752
"11833" -127.5 33.5 -0.70866584777832
"11834" -126.5 33.5 -0.824666976928711
"11835" -125.5 33.5 -0.927000045776367
"11836" -124.5 33.5 -1.02608394622803
"11837" -123.5 33.5 -1.12524890899658
"11838" -122.5 33.5 -1.20766544342041
"11839" -121.5 33.5 -1.27383327484131
"11840" -120.5 33.5 -1.33291625976562
"11841" -119.5 33.5 -1.37458419799805
"11842" -118.5 33.5 -1.38666534423828
"11843" -117.5 33.5 -1.36966514587402
"11844" -78.5 33.5 -0.266918182373047
"11845" -77.5 33.5 -0.21583366394043
"11846" -76.5 33.5 -0.140996932983398
"11847" -75.5 33.5 -0.029998779296875
"11848" -74.5 33.5 0.0565834045410156
"11849" -73.5 33.5 0.146669387817383
"11850" -72.5 33.5 0.365497589111328
"11851" -71.5 33.5 0.526165008544922
"11852" -70.5 33.5 0.650247573852539
"11853" -69.5 33.5 0.75775146484375
"11854" -68.5 33.5 0.826503753662109
"11855" -67.5 33.5 0.855083465576172
"11856" -66.5 33.5 0.837751388549805
"11857" -65.5 33.5 0.865083694458008
"11858" -64.5 33.5 0.849582672119141
"11859" -63.5 33.5 0.840997695922852
"11860" -62.5 33.5 0.831499099731445
"11861" -61.5 33.5 0.797834396362305
"11862" -60.5 33.5 0.743747711181641
"11863" -59.5 33.5 0.672248840332031
"11864" -58.5 33.5 0.572414398193359
"11865" -57.5 33.5 0.481168746948242
"11866" -56.5 33.5 0.421665191650391
"11867" -55.5 33.5 0.381752014160156
"11868" -54.5 33.5 0.344413757324219
"11869" -53.5 33.5 0.325416564941406
"11870" -52.5 33.5 0.318916320800781
"11871" -51.5 33.5 0.314498901367188
"11872" -50.5 33.5 0.312829971313477
"11873" -49.5 33.5 0.271249771118164
"11874" -48.5 33.5 0.217584609985352
"11875" -47.5 33.5 0.22416877746582
"11876" -46.5 33.5 0.21875
"11877" -45.5 33.5 0.211750030517578
"11878" -44.5 33.5 0.248414993286133
"11879" -43.5 33.5 0.280834197998047
"11880" -42.5 33.5 0.29041862487793
"11881" -41.5 33.5 0.307582855224609
"11882" -40.5 33.5 0.350498199462891
"11883" -39.5 33.5 0.392580032348633
"11884" -38.5 33.5 0.456918716430664
"11885" -37.5 33.5 0.523080825805664
"11886" -36.5 33.5 0.571334838867188
"11887" -35.5 33.5 0.640918731689453
"11888" -34.5 33.5 0.695579528808594
"11889" -33.5 33.5 0.771499633789062
"11890" -32.5 33.5 0.804004669189453
"11891" -31.5 33.5 0.845083236694336
"11892" -30.5 33.5 0.876750946044922
"11893" -29.5 33.5 0.88599967956543
"11894" -28.5 33.5 0.908166885375977
"11895" -27.5 33.5 0.916084289550781
"11896" -26.5 33.5 0.908416748046875
"11897" -25.5 33.5 0.880084991455078
"11898" -24.5 33.5 0.836080551147461
"11899" -23.5 33.5 0.784082412719727
"11900" -22.5 33.5 0.684665679931641
"11901" -21.5 33.5 0.573915481567383
"11902" -20.5 33.5 0.481582641601562
"11903" -19.5 33.5 0.406499862670898
"11904" -18.5 33.5 0.322246551513672
"11905" -17.5 33.5 0.226581573486328
"11906" -16.5 33.5 0.122833251953125
"11907" -15.5 33.5 0.0127487182617188
"11908" -14.5 33.5 -0.0914993286132812
"11909" -13.5 33.5 -0.189083099365234
"11910" -12.5 33.5 -0.286500930786133
"11911" -11.5 33.5 -0.371000289916992
"11912" -10.5 33.5 -0.450582504272461
"11913" -9.5 33.5 -0.509498596191406
"11914" -8.5 33.5 -0.551334381103516
"11915" 14.5 32.5 -0.12266731262207
"11916" 15.5 32.5 -0.123332977294922
"11917" 16.5 32.5 -0.127918243408203
"11918" 17.5 32.5 -0.131248474121094
"11919" 18.5 32.5 -0.131000518798828
"11920" 19.5 32.5 -0.132583618164062
"11921" 20.5 32.5 -0.138252258300781
"11922" 23.5 32.5 -0.171916961669922
"11923" 24.5 32.5 -0.167667388916016
"11924" 25.5 32.5 -0.143083572387695
"11925" 26.5 32.5 -0.130582809448242
"11926" 27.5 32.5 -0.115001678466797
"11927" 28.5 32.5 -0.107248306274414
"11928" 29.5 32.5 -0.102916717529297
"11929" 30.5 32.5 -0.104331970214844
"11930" 31.5 32.5 -0.107498168945312
"11931" 32.5 32.5 -0.113668441772461
"11932" 33.5 32.5 -0.118417739868164
"11933" 34.5 32.5 -0.115415573120117
"11934" 121.5 32.5 0.202582359313965
"11935" 122.5 32.5 0.238417625427246
"11936" 123.5 32.5 0.264667510986328
"11937" 124.5 32.5 0.280666351318359
"11938" 125.5 32.5 0.299917221069336
"11939" 126.5 32.5 0.311751365661621
"11940" 127.5 32.5 0.308669090270996
"11941" 128.5 32.5 0.301250457763672
"11942" 129.5 32.5 0.266584396362305
"11943" 132.5 32.5 0.171335220336914
"11944" 133.5 32.5 0.131750106811523
"11945" 134.5 32.5 0.115583419799805
"11946" 135.5 32.5 0.134414672851562
"11947" 136.5 32.5 0.100000381469727
"11948" 137.5 32.5 0.123580932617188
"11949" 138.5 32.5 0.138498306274414
"11950" 139.5 32.5 0.145336151123047
"11951" 140.5 32.5 0.0820865631103516
"11952" 141.5 32.5 -0.0253353118896484
"11953" 142.5 32.5 -0.134832382202148
"11954" 143.5 32.5 -0.248998641967773
"11955" 144.5 32.5 -0.253501892089844
"11956" 145.5 32.5 -0.308414459228516
"11957" 146.5 32.5 -0.368253707885742
"11958" 147.5 32.5 -0.338499069213867
"11959" 148.5 32.5 -0.3453369140625
"11960" 149.5 32.5 -0.366916656494141
"11961" 150.5 32.5 -0.351333618164062
"11962" 151.5 32.5 -0.383831024169922
"11963" 152.5 32.5 -0.394250869750977
"11964" 153.5 32.5 -0.364418029785156
"11965" 154.5 32.5 -0.305915832519531
"11966" 155.5 32.5 -0.239665985107422
"11967" 156.5 32.5 -0.205831527709961
"11968" 157.5 32.5 -0.172500610351562
"11969" 158.5 32.5 -0.162670135498047
"11970" 159.5 32.5 -0.104415893554688
"11971" 160.5 32.5 -0.0337486267089844
"11972" 161.5 32.5 0.0745849609375
"11973" 162.5 32.5 0.214668273925781
"11974" 163.5 32.5 0.33741569519043
"11975" 164.5 32.5 0.433418273925781
"11976" 165.5 32.5 0.519250869750977
"11977" 166.5 32.5 0.599834442138672
"11978" 167.5 32.5 0.664247512817383
"11979" 168.5 32.5 0.728166580200195
"11980" 169.5 32.5 0.759082794189453
"11981" 170.5 32.5 0.77025032043457
"11982" 171.5 32.5 0.780752182006836
"11983" 172.5 32.5 0.815752029418945
"11984" 173.5 32.5 0.857748031616211
"11985" 174.5 32.5 0.92249870300293
"11986" 175.5 32.5 1.03350067138672
"11987" 176.5 32.5 1.1402473449707
"11988" 177.5 32.5 1.2050838470459
"11989" 178.5 32.5 1.22858428955078
"11990" 179.5 32.5 1.2450008392334
"11991" -179.5 32.5 1.26141738891602
"11992" -178.5 32.5 1.26925086975098
"11993" -177.5 32.5 1.24558258056641
"11994" -176.5 32.5 1.24133491516113
"11995" -175.5 32.5 1.25583076477051
"11996" -174.5 32.5 1.25866508483887
"11997" -173.5 32.5 1.27066802978516
"11998" -172.5 32.5 1.28716659545898
"11999" -171.5 32.5 1.32091522216797
"12000" -170.5 32.5 1.3531665802002
"12001" -169.5 32.5 1.37966346740723
"12002" -168.5 32.5 1.39000129699707
"12003" -167.5 32.5 1.40966606140137
"12004" -166.5 32.5 1.41633224487305
"12005" -165.5 32.5 1.36466598510742
"12006" -164.5 32.5 1.30533218383789
"12007" -163.5 32.5 1.25899696350098
"12008" -162.5 32.5 1.21108245849609
"12009" -161.5 32.5 1.17891693115234
"12010" -160.5 32.5 1.15249824523926
"12011" -159.5 32.5 1.15116691589355
"12012" -158.5 32.5 1.1318302154541
"12013" -157.5 32.5 1.13091659545898
"12014" -156.5 32.5 1.14058303833008
"12015" -155.5 32.5 1.13899993896484
"12016" -154.5 32.5 1.15358352661133
"12017" -153.5 32.5 1.18600082397461
"12018" -152.5 32.5 1.17000007629395
"12019" -151.5 32.5 1.15108299255371
"12020" -150.5 32.5 1.11750030517578
"12021" -149.5 32.5 1.07341384887695
"12022" -148.5 32.5 1.02824974060059
"12023" -147.5 32.5 0.988248825073242
"12024" -146.5 32.5 0.962667465209961
"12025" -145.5 32.5 0.909000396728516
"12026" -144.5 32.5 0.854415893554688
"12027" -143.5 32.5 0.789749145507812
"12028" -142.5 32.5 0.771751403808594
"12029" -141.5 32.5 0.702915191650391
"12030" -140.5 32.5 0.62591552734375
"12031" -139.5 32.5 0.569917678833008
"12032" -138.5 32.5 0.459501266479492
"12033" -137.5 32.5 0.407251358032227
"12034" -136.5 32.5 0.328996658325195
"12035" -135.5 32.5 0.191085815429688
"12036" -134.5 32.5 0.114999771118164
"12037" -133.5 32.5 0.0115032196044922
"12038" -132.5 32.5 -0.0851650238037109
"12039" -131.5 32.5 -0.194082260131836
"12040" -130.5 32.5 -0.280248641967773
"12041" -129.5 32.5 -0.36833381652832
"12042" -128.5 32.5 -0.418581962585449
"12043" -127.5 32.5 -0.466416358947754
"12044" -126.5 32.5 -0.526748657226562
"12045" -125.5 32.5 -0.591001510620117
"12046" -124.5 32.5 -0.661916732788086
"12047" -123.5 32.5 -0.715915679931641
"12048" -122.5 32.5 -0.78033447265625
"12049" -121.5 32.5 -0.843416213989258
"12050" -120.5 32.5 -0.903748512268066
"12051" -119.5 32.5 -0.947083473205566
"12052" -118.5 32.5 -0.984415054321289
"12053" -117.5 32.5 -0.99899959564209
"12054" -80.5 32.5 -0.0600814819335938
"12055" -79.5 32.5 -0.0991668701171875
"12056" -78.5 32.5 -0.21458625793457
"12057" -77.5 32.5 -0.189746856689453
"12058" -76.5 32.5 -0.111499786376953
"12059" -75.5 32.5 0.0297431945800781
"12060" -74.5 32.5 0.17591667175293
"12061" -73.5 32.5 0.295581817626953
"12062" -72.5 32.5 0.433418273925781
"12063" -71.5 32.5 0.632833480834961
"12064" -70.5 32.5 0.710002899169922
"12065" -69.5 32.5 0.766332626342773
"12066" -68.5 32.5 0.836669921875
"12067" -67.5 32.5 0.870586395263672
"12068" -66.5 32.5 0.875249862670898
"12069" -65.5 32.5 0.827499389648438
"12070" -64.5 32.5 0.817581176757812
"12071" -63.5 32.5 0.805082321166992
"12072" -62.5 32.5 0.816831588745117
"12073" -61.5 32.5 0.801914215087891
"12074" -60.5 32.5 0.746917724609375
"12075" -59.5 32.5 0.678579330444336
"12076" -58.5 32.5 0.604167938232422
"12077" -57.5 32.5 0.501663208007812
"12078" -56.5 32.5 0.411165237426758
"12079" -55.5 32.5 0.348333358764648
"12080" -54.5 32.5 0.319747924804688
"12081" -53.5 32.5 0.319164276123047
"12082" -52.5 32.5 0.316747665405273
"12083" -51.5 32.5 0.307165145874023
"12084" -50.5 32.5 0.322998046875
"12085" -49.5 32.5 0.32533073425293
"12086" -48.5 32.5 0.324167251586914
"12087" -47.5 32.5 0.298751831054688
"12088" -46.5 32.5 0.293083190917969
"12089" -45.5 32.5 0.281417846679688
"12090" -44.5 32.5 0.293247222900391
"12091" -43.5 32.5 0.288497924804688
"12092" -42.5 32.5 0.297084808349609
"12093" -41.5 32.5 0.32166862487793
"12094" -40.5 32.5 0.367584228515625
"12095" -39.5 32.5 0.427082061767578
"12096" -38.5 32.5 0.497747421264648
"12097" -37.5 32.5 0.565835952758789
"12098" -36.5 32.5 0.611579895019531
"12099" -35.5 32.5 0.663246154785156
"12100" -34.5 32.5 0.701999664306641
"12101" -33.5 32.5 0.729915618896484
"12102" -32.5 32.5 0.77116584777832
"12103" -31.5 32.5 0.805831909179688
"12104" -30.5 32.5 0.822248458862305
"12105" -29.5 32.5 0.832416534423828
"12106" -28.5 32.5 0.825584411621094
"12107" -27.5 32.5 0.808998107910156
"12108" -26.5 32.5 0.776084899902344
"12109" -25.5 32.5 0.729831695556641
"12110" -24.5 32.5 0.670001983642578
"12111" -23.5 32.5 0.605419158935547
"12112" -22.5 32.5 0.536167144775391
"12113" -21.5 32.5 0.450168609619141
"12114" -20.5 32.5 0.351333618164062
"12115" -19.5 32.5 0.250167846679688
"12116" -18.5 32.5 0.160085678100586
"12117" -17.5 32.5 0.0569171905517578
"12118" -16.5 32.5 -0.0509986877441406
"12119" -15.5 32.5 -0.159080505371094
"12120" -14.5 32.5 -0.262420654296875
"12121" -13.5 32.5 -0.362583160400391
"12122" -12.5 32.5 -0.444667816162109
"12123" -11.5 32.5 -0.516998291015625
"12124" -10.5 32.5 -0.574165344238281
"12125" -9.5 32.5 -0.613166809082031
"12126" 15.5 31.5 -0.250331878662109
"12127" 16.5 31.5 -0.267583847045898
"12128" 17.5 31.5 -0.285249710083008
"12129" 18.5 31.5 -0.293167114257812
"12130" 19.5 31.5 -0.276750564575195
"12131" 25.5 31.5 -0.226751327514648
"12132" 26.5 31.5 -0.209413528442383
"12133" 27.5 31.5 -0.204833984375
"12134" 28.5 31.5 -0.190584182739258
"12135" 29.5 31.5 -0.197414398193359
"12136" 30.5 31.5 -0.193080902099609
"12137" 31.5 31.5 -0.205583572387695
"12138" 32.5 31.5 -0.214166641235352
"12139" 33.5 31.5 -0.221502304077148
"12140" 34.5 31.5 -0.218833923339844
"12141" 122.5 31.5 0.183498382568359
"12142" 123.5 31.5 0.228582382202148
"12143" 124.5 31.5 0.254500389099121
"12144" 125.5 31.5 0.279167175292969
"12145" 126.5 31.5 0.319748878479004
"12146" 127.5 31.5 0.326417922973633
"12147" 128.5 31.5 0.338832855224609
"12148" 129.5 31.5 0.320249557495117
"12149" 131.5 31.5 0.198415756225586
"12150" 132.5 31.5 0.161832809448242
"12151" 133.5 31.5 0.116500854492188
"12152" 134.5 31.5 0.102001190185547
"12153" 135.5 31.5 0.0800018310546875
"12154" 136.5 31.5 -0.0300006866455078
"12155" 137.5 31.5 -0.0749187469482422
"12156" 138.5 31.5 -0.0720005035400391
"12157" 139.5 31.5 -0.0360832214355469
"12158" 140.5 31.5 -0.0673351287841797
"12159" 141.5 31.5 -0.154499053955078
"12160" 142.5 31.5 -0.210914611816406
"12161" 143.5 31.5 -0.305917739868164
"12162" 144.5 31.5 -0.322671890258789
"12163" 145.5 31.5 -0.426000595092773
"12164" 146.5 31.5 -0.512832641601562
"12165" 147.5 31.5 -0.554082870483398
"12166" 148.5 31.5 -0.59141731262207
"12167" 149.5 31.5 -0.585500717163086
"12168" 150.5 31.5 -0.615251541137695
"12169" 151.5 31.5 -0.615667343139648
"12170" 152.5 31.5 -0.621000289916992
"12171" 153.5 31.5 -0.550498962402344
"12172" 154.5 31.5 -0.447328567504883
"12173" 155.5 31.5 -0.384750366210938
"12174" 156.5 31.5 -0.359498977661133
"12175" 157.5 31.5 -0.3245849609375
"12176" 158.5 31.5 -0.258249282836914
"12177" 159.5 31.5 -0.195915222167969
"12178" 160.5 31.5 -0.1405029296875
"12179" 161.5 31.5 -0.024749755859375
"12180" 162.5 31.5 0.0819168090820312
"12181" 163.5 31.5 0.161081314086914
"12182" 164.5 31.5 0.27025032043457
"12183" 165.5 31.5 0.372665405273438
"12184" 166.5 31.5 0.489496231079102
"12185" 167.5 31.5 0.589414596557617
"12186" 168.5 31.5 0.665668487548828
"12187" 169.5 31.5 0.699748992919922
"12188" 170.5 31.5 0.71916389465332
"12189" 171.5 31.5 0.761833190917969
"12190" 172.5 31.5 0.823413848876953
"12191" 173.5 31.5 0.874752044677734
"12192" 174.5 31.5 0.959163665771484
"12193" 175.5 31.5 1.05233383178711
"12194" 176.5 31.5 1.15200042724609
"12195" 177.5 31.5 1.21758460998535
"12196" 178.5 31.5 1.24383163452148
"12197" 179.5 31.5 1.25108337402344
"12198" -179.5 31.5 1.2557487487793
"12199" -178.5 31.5 1.24949836730957
"12200" -177.5 31.5 1.24691581726074
"12201" -176.5 31.5 1.24591636657715
"12202" -175.5 31.5 1.26025009155273
"12203" -174.5 31.5 1.24324989318848
"12204" -173.5 31.5 1.23007965087891
"12205" -172.5 31.5 1.24474906921387
"12206" -171.5 31.5 1.26566886901855
"12207" -170.5 31.5 1.29175186157227
"12208" -169.5 31.5 1.32583427429199
"12209" -168.5 31.5 1.3547534942627
"12210" -167.5 31.5 1.37308502197266
"12211" -166.5 31.5 1.35216903686523
"12212" -165.5 31.5 1.31775093078613
"12213" -164.5 31.5 1.25966644287109
"12214" -163.5 31.5 1.18041801452637
"12215" -162.5 31.5 1.09291839599609
"12216" -161.5 31.5 1.02633285522461
"12217" -160.5 31.5 1.00466728210449
"12218" -159.5 31.5 0.962167739868164
"12219" -158.5 31.5 0.965751647949219
"12220" -157.5 31.5 0.999666213989258
"12221" -156.5 31.5 0.994667053222656
"12222" -155.5 31.5 0.984664916992188
"12223" -154.5 31.5 1.0010814666748
"12224" -153.5 31.5 1.01683235168457
"12225" -152.5 31.5 1.00008392333984
"12226" -151.5 31.5 0.956083297729492
"12227" -150.5 31.5 0.932914733886719
"12228" -149.5 31.5 0.905668258666992
"12229" -148.5 31.5 0.885583877563477
"12230" -147.5 31.5 0.848581314086914
"12231" -146.5 31.5 0.83091926574707
"12232" -145.5 31.5 0.811996459960938
"12233" -144.5 31.5 0.771831512451172
"12234" -143.5 31.5 0.695917129516602
"12235" -142.5 31.5 0.639833450317383
"12236" -141.5 31.5 0.570999145507812
"12237" -140.5 31.5 0.497917175292969
"12238" -139.5 31.5 0.41724967956543
"12239" -138.5 31.5 0.369247436523438
"12240" -137.5 31.5 0.331998825073242
"12241" -136.5 31.5 0.272918701171875
"12242" -135.5 31.5 0.130332946777344
"12243" -134.5 31.5 0.0625820159912109
"12244" -133.5 31.5 0.0239982604980469
"12245" -132.5 31.5 -0.0574150085449219
"12246" -131.5 31.5 -0.144670486450195
"12247" -130.5 31.5 -0.217416763305664
"12248" -129.5 31.5 -0.262247085571289
"12249" -128.5 31.5 -0.281665802001953
"12250" -127.5 31.5 -0.269083976745605
"12251" -126.5 31.5 -0.260833740234375
"12252" -125.5 31.5 -0.260249137878418
"12253" -124.5 31.5 -0.288332939147949
"12254" -123.5 31.5 -0.306916236877441
"12255" -122.5 31.5 -0.349082946777344
"12256" -121.5 31.5 -0.390998840332031
"12257" -120.5 31.5 -0.436918258666992
"12258" -119.5 31.5 -0.48508358001709
"12259" -118.5 31.5 -0.537501335144043
"12260" -117.5 31.5 -0.575750350952148
"12261" -116.5 31.5 -0.602499961853027
"12262" -114.5 31.5 -0.609418869018555
"12263" -80.5 31.5 0.0958309173583984
"12264" -79.5 31.5 0.0864162445068359
"12265" -78.5 31.5 -0.0194988250732422
"12266" -77.5 31.5 -0.0330047607421875
"12267" -76.5 31.5 -8.392333984375e-05
"12268" -75.5 31.5 0.135417938232422
"12269" -74.5 31.5 0.294828414916992
"12270" -73.5 31.5 0.376333236694336
"12271" -72.5 31.5 0.489669799804688
"12272" -71.5 31.5 0.658414840698242
"12273" -70.5 31.5 0.757501602172852
"12274" -69.5 31.5 0.782167434692383
"12275" -68.5 31.5 0.806917190551758
"12276" -67.5 31.5 0.817251205444336
"12277" -66.5 31.5 0.805498123168945
"12278" -65.5 31.5 0.792749404907227
"12279" -64.5 31.5 0.766666412353516
"12280" -63.5 31.5 0.754413604736328
"12281" -62.5 31.5 0.736583709716797
"12282" -61.5 31.5 0.629499435424805
"12283" -60.5 31.5 0.542001724243164
"12284" -59.5 31.5 0.479251861572266
"12285" -58.5 31.5 0.421333312988281
"12286" -57.5 31.5 0.362918853759766
"12287" -56.5 31.5 0.322917938232422
"12288" -55.5 31.5 0.277500152587891
"12289" -54.5 31.5 0.250331878662109
"12290" -53.5 31.5 0.242336273193359
"12291" -52.5 31.5 0.257417678833008
"12292" -51.5 31.5 0.259750366210938
"12293" -50.5 31.5 0.293001174926758
"12294" -49.5 31.5 0.312833786010742
"12295" -48.5 31.5 0.341331481933594
"12296" -47.5 31.5 0.361667633056641
"12297" -46.5 31.5 0.359418869018555
"12298" -45.5 31.5 0.36308479309082
"12299" -44.5 31.5 0.360248565673828
"12300" -43.5 31.5 0.350666046142578
"12301" -42.5 31.5 0.376497268676758
"12302" -41.5 31.5 0.401584625244141
"12303" -40.5 31.5 0.444334030151367
"12304" -39.5 31.5 0.486751556396484
"12305" -38.5 31.5 0.548583984375
"12306" -37.5 31.5 0.592416763305664
"12307" -36.5 31.5 0.642997741699219
"12308" -35.5 31.5 0.661251068115234
"12309" -34.5 31.5 0.679498672485352
"12310" -33.5 31.5 0.688167572021484
"12311" -32.5 31.5 0.709503173828125
"12312" -31.5 31.5 0.739665985107422
"12313" -30.5 31.5 0.743831634521484
"12314" -29.5 31.5 0.729080200195312
"12315" -28.5 31.5 0.715167999267578
"12316" -27.5 31.5 0.682083129882812
"12317" -26.5 31.5 0.628084182739258
"12318" -25.5 31.5 0.540750503540039
"12319" -24.5 31.5 0.44658088684082
"12320" -23.5 31.5 0.364330291748047
"12321" -22.5 31.5 0.274581909179688
"12322" -21.5 31.5 0.201168060302734
"12323" -20.5 31.5 0.0945835113525391
"12324" -19.5 31.5 -0.00208091735839844
"12325" -18.5 31.5 -0.0966682434082031
"12326" -17.5 31.5 -0.17991828918457
"12327" -16.5 31.5 -0.26624870300293
"12328" -15.5 31.5 -0.355833053588867
"12329" -14.5 31.5 -0.438249588012695
"12330" -13.5 31.5 -0.511751174926758
"12331" -12.5 31.5 -0.5782470703125
"12332" -11.5 31.5 -0.634664535522461
"12333" -10.5 31.5 -0.676664352416992
"12334" 18.5 30.5 -0.307748794555664
"12335" 19.5 30.5 -0.304250717163086
"12336" 121.5 30.5 0.103583335876465
"12337" 122.5 30.5 0.156665802001953
"12338" 123.5 30.5 0.074000358581543
"12339" 124.5 30.5 0.14083194732666
"12340" 125.5 30.5 0.184666633605957
"12341" 126.5 30.5 0.232666015625
"12342" 127.5 30.5 0.253334045410156
"12343" 128.5 30.5 0.252250671386719
"12344" 129.5 30.5 0.256082534790039
"12345" 130.5 30.5 0.221582412719727
"12346" 131.5 30.5 0.244834899902344
"12347" 132.5 30.5 0.296249389648438
"12348" 133.5 30.5 0.264749526977539
"12349" 134.5 30.5 0.218252182006836
"12350" 135.5 30.5 0.110252380371094
"12351" 136.5 30.5 -0.0260009765625
"12352" 137.5 30.5 -0.05108642578125
"12353" 138.5 30.5 -0.139663696289062
"12354" 139.5 30.5 -0.176164627075195
"12355" 140.5 30.5 -0.170166015625
"12356" 141.5 30.5 -0.132917404174805
"12357" 142.5 30.5 -0.190668106079102
"12358" 143.5 30.5 -0.340412139892578
"12359" 144.5 30.5 -0.439085006713867
"12360" 145.5 30.5 -0.486665725708008
"12361" 146.5 30.5 -0.540084838867188
"12362" 147.5 30.5 -0.606252670288086
"12363" 148.5 30.5 -0.617834091186523
"12364" 149.5 30.5 -0.64124870300293
"12365" 150.5 30.5 -0.684083938598633
"12366" 151.5 30.5 -0.692167282104492
"12367" 152.5 30.5 -0.642665863037109
"12368" 153.5 30.5 -0.561084747314453
"12369" 154.5 30.5 -0.492584228515625
"12370" 155.5 30.5 -0.468418121337891
"12371" 156.5 30.5 -0.412336349487305
"12372" 157.5 30.5 -0.377832412719727
"12373" 158.5 30.5 -0.336750030517578
"12374" 159.5 30.5 -0.25091552734375
"12375" 160.5 30.5 -0.145332336425781
"12376" 161.5 30.5 0.00741767883300781
"12377" 162.5 30.5 0.112752914428711
"12378" 163.5 30.5 0.157333374023438
"12379" 164.5 30.5 0.227832794189453
"12380" 165.5 30.5 0.324335098266602
"12381" 166.5 30.5 0.401832580566406
"12382" 167.5 30.5 0.474166870117188
"12383" 168.5 30.5 0.536249160766602
"12384" 169.5 30.5 0.575332641601562
"12385" 170.5 30.5 0.639999389648438
"12386" 171.5 30.5 0.70250129699707
"12387" 172.5 30.5 0.775083541870117
"12388" 173.5 30.5 0.842248916625977
"12389" 174.5 30.5 0.936664581298828
"12390" 175.5 30.5 1.03033256530762
"12391" 176.5 30.5 1.09375190734863
"12392" 177.5 30.5 1.14299964904785
"12393" 178.5 30.5 1.15874862670898
"12394" 179.5 30.5 1.17233657836914
"12395" -179.5 30.5 1.16933250427246
"12396" -178.5 30.5 1.17441558837891
"12397" -177.5 30.5 1.14041519165039
"12398" -176.5 30.5 1.13641548156738
"12399" -175.5 30.5 1.13583374023438
"12400" -174.5 30.5 1.14966583251953
"12401" -173.5 30.5 1.16774749755859
"12402" -172.5 30.5 1.18783187866211
"12403" -171.5 30.5 1.21466827392578
"12404" -170.5 30.5 1.25991439819336
"12405" -169.5 30.5 1.28483200073242
"12406" -168.5 30.5 1.30316734313965
"12407" -167.5 30.5 1.29641723632812
"12408" -166.5 30.5 1.29108428955078
"12409" -165.5 30.5 1.21616744995117
"12410" -164.5 30.5 1.14291763305664
"12411" -163.5 30.5 1.06033325195312
"12412" -162.5 30.5 1.00058555603027
"12413" -161.5 30.5 0.923913955688477
"12414" -160.5 30.5 0.844669342041016
"12415" -159.5 30.5 0.833499908447266
"12416" -158.5 30.5 0.830333709716797
"12417" -157.5 30.5 0.806751251220703
"12418" -156.5 30.5 0.806753158569336
"12419" -155.5 30.5 0.831499099731445
"12420" -154.5 30.5 0.844581604003906
"12421" -153.5 30.5 0.893251419067383
"12422" -152.5 30.5 0.866584777832031
"12423" -151.5 30.5 0.81291389465332
"12424" -150.5 30.5 0.793998718261719
"12425" -149.5 30.5 0.767084121704102
"12426" -148.5 30.5 0.740749359130859
"12427" -147.5 30.5 0.694997787475586
"12428" -146.5 30.5 0.646415710449219
"12429" -145.5 30.5 0.626667022705078
"12430" -144.5 30.5 0.577081680297852
"12431" -143.5 30.5 0.506168365478516
